CustomerID,Age,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Paperless_Billing,Payment_Method,Customer_Service_Calls,Churn
CUST00209,53,40,60.11879140389827,5801.600266465716,Two year,No,No,Yes,No,No,Yes,Yes,Yes,Credit card,6,1
CUST00210,30,2,56.695607920480064,2245.2216745488145,Month-to-month,No,No,Yes,No,Yes,No,No,No,Credit card,7,0
CUST00211,49,65,54.35604747757039,3279.3284357259845,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Bank transfer,7,0
CUST00212,24,63,81.71557833956467,911.7111943741445,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,No,Electronic check,5,1
CUST00213,76,17,64.24099364806695,1593.4122453475006,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Mailed check,9,1
CUST00214,68,9,103.1863113251422,6285.8314348021895,One year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Electronic check,7,0
CUST00215,39,15,86.96026161339618,5748.805878920402,One year,Fiber optic,No,Yes,Yes,No,No,Yes,No,Electronic check,0,1
CUST00216,45,24,26.993160570943413,4788.537527509884,Two year,DSL,Yes,Yes,No,No,No,Yes,Yes,Mailed check,8,0
CUST00217,19,38,84.01682238281661,7176.241134816765,One year,No,Yes,No,No,No,Yes,No,No,Bank transfer,0,1
CUST00218,59,35,47.11474365001848,4707.805490723059,One year,No,Yes,Yes,No,Yes,No,No,Yes,Credit card,2,0
CUST00219,62,49,79.28119916534227,3789.0471997125246,Two year,Fiber optic,No,Yes,Yes,Yes,Yes,No,No,Credit card,8,0
CUST00220,79,69,88.01319311034514,2788.9288958155253,Two year,No,Yes,No,No,No,No,No,Yes,Electronic check,4,1
CUST00221,74,62,43.08291891540121,7529.543195315763,Two year,No,No,Yes,No,Yes,No,No,Yes,Bank transfer,8,0
CUST00222,70,60,65.68586448803686,753.4521460423927,One year,No,Yes,No,No,No,No,Yes,Yes,Credit card,8,1
CUST00223,23,50,39.032486281906785,7454.0102392803865,One year,No,Yes,Yes,No,Yes,No,Yes,No,Bank transfer,5,0
CUST00224,45,9,25.23388757865083,6631.0458134550445,Two year,DSL,No,No,No,Yes,No,Yes,No,Mailed check,0,1
CUST00225,45,34,57.84764234858691,1126.4464038320402,Two year,DSL,Yes,No,No,No,Yes,Yes,Yes,Electronic check,9,0
CUST00226,61,35,56.2944271845992,4563.376425634503,Two year,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Electronic check,6,0
CUST00227,61,1,119.5480490704257,6945.7290558177865,One year,Fiber optic,No,No,Yes,No,Yes,No,No,Bank transfer,5,1
CUST00228,37,40,64.63523511976422,4617.292392496514,One year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Credit card,8,0
CUST00229,47,64,53.35695494722004,7266.878590328916,Month-to-month,No,Yes,Yes,No,No,No,Yes,Yes,Bank transfer,6,1
CUST00230,79,22,78.04750067166746,7549.572152846736,One year,No,Yes,Yes,Yes,Yes,Yes,No,No,Mailed check,3,0
CUST00231,28,60,28.876739410776846,3436.8377252560167,One year,DSL,Yes,Yes,Yes,Yes,No,No,No,Credit card,6,0
CUST00232,75,64,116.16657359548132,3080.7779251099564,One year,DSL,No,No,Yes,No,Yes,Yes,No,Credit card,1,1
CUST00233,72,72,83.49600455910331,7496.937116356339,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Bank transfer,5,0
CUST00234,45,11,95.48378199408478,5433.606483082378,One year,DSL,No,No,No,No,No,No,Yes,Mailed check,5,1
CUST00235,42,14,37.04779381739175,1016.5791826505374,Two year,DSL,Yes,No,No,Yes,No,Yes,No,Credit card,1,0
CUST00236,56,60,60.94778530052039,434.1048188591815,Month-to-month,DSL,No,Yes,No,No,No,Yes,Yes,Electronic check,3,0
CUST00237,79,30,62.26891133961895,4560.569502878378,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Mailed check,7,1
CUST00238,50,35,102.18064439010868,7448.3506269635545,Two year,DSL,No,Yes,Yes,Yes,Yes,No,No,Credit card,7,1
CUST00239,18,37,20.123667975940943,6769.5647490059655,Two year,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Bank transfer,7,0
CUST00240,74,5,50.08531083532551,5439.197197068258,Two year,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Credit card,7,1
CUST00241,44,26,118.12363743443039,1199.0152062395914,One year,DSL,No,Yes,No,No,Yes,No,Yes,Electronic check,0,0
CUST00242,79,62,67.48865435062186,2108.427931614695,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,No,No,Mailed check,1,1
CUST00243,74,4,58.25262802440083,7016.538689765667,Two year,No,No,Yes,Yes,Yes,Yes,No,No,Credit card,3,1
CUST00244,69,42,31.982900201764636,1544.1771695895136,One year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,8,0
CUST00245,30,18,117.41646286280155,2299.671325178433,Month-to-month,No,Yes,Yes,Yes,No,Yes,No,Yes,Credit card,2,1
CUST00246,58,40,22.002635592582447,1123.8451444439916,One year,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Credit card,5,0
CUST00247,20,72,93.71802250072432,5441.255028173848,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,No,No,Mailed check,6,1
CUST00248,56,39,96.85998047885084,7557.460212369356,One year,No,Yes,No,No,No,Yes,Yes,No,Bank transfer,7,0
CUST00249,23,14,44.36567160638666,2224.847449603549,Month-to-month,Fiber optic,No,Yes,No,No,Yes,No,No,Bank transfer,6,0
CUST00250,25,32,87.15584436130374,3855.7122020155825,Month-to-month,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Electronic check,2,1
CUST00251,44,51,29.292914437938993,5111.283943718514,One year,No,Yes,No,Yes,Yes,No,Yes,Yes,Electronic check,5,0
CUST00252,26,38,45.70472664320799,7995.783360903482,Two year,DSL,Yes,Yes,Yes,No,Yes,No,No,Electronic check,4,0
CUST00253,79,23,98.7901988292265,927.9837134808197,Month-to-month,No,Yes,Yes,No,Yes,No,No,Yes,Mailed check,9,0
CUST00254,54,63,106.46861920335402,4038.709316095102,Two year,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Bank transfer,3,1
CUST00255,50,15,80.84864126597913,3142.4489472297505,One year,No,Yes,No,No,Yes,No,No,Yes,Electronic check,0,1
CUST00256,68,25,70.68384318204826,6939.979305256606,Two year,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,6,1
CUST00257,59,17,35.93040206189803,3860.145074992082,Two year,DSL,No,No,No,No,No,No,No,Credit card,7,1
CUST00258,61,66,26.310903307915016,976.7224442226699,Two year,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Credit card,1,0
CUST00259,41,53,31.764902847355863,5111.950747764011,Two year,DSL,No,Yes,No,No,No,Yes,No,Electronic check,6,0
CUST00260,32,51,42.73573000960988,6189.16688428465,Two year,Fiber optic,Yes,No,No,No,Yes,No,No,Credit card,5,0
CUST00261,76,39,54.16745018969208,122.76188815835528,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Credit card,4,0
CUST00262,71,51,58.090952551098724,6885.757814822973,Month-to-month,No,Yes,No,Yes,No,Yes,Yes,No,Credit card,3,1
CUST00263,49,70,54.63217685890035,1569.5817000447585,Month-to-month,DSL,Yes,No,Yes,Yes,No,Yes,No,Mailed check,1,1
CUST00264,49,6,43.905533219726564,4461.347980761685,One year,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Electronic check,9,1
CUST00265,41,67,70.9724246751698,3384.800255430856,Two year,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Electronic check,5,1
CUST00266,58,7,102.52861082328968,5785.2651512231905,Month-to-month,No,No,No,Yes,No,No,No,No,Credit card,4,1
CUST00267,69,51,47.97035384714792,3032.1767568073606,One year,Fiber optic,No,Yes,Yes,No,Yes,No,No,Mailed check,1,1
CUST00268,66,72,114.23870191022331,6971.129095785515,Month-to-month,DSL,No,Yes,Yes,No,Yes,Yes,No,Credit card,9,0
CUST00269,79,42,107.33366617238478,5870.921251574443,Month-to-month,No,Yes,No,Yes,Yes,Yes,Yes,No,Mailed check,6,0
CUST00270,66,64,36.17642113521096,5216.93405139708,Two year,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Electronic check,5,0
CUST00271,75,15,98.62759567570944,6390.300704946549,One year,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,Credit card,8,0
CUST00272,69,29,77.45873823177666,6056.78197593422,Two year,DSL,No,No,No,No,No,Yes,No,Electronic check,9,0
CUST00273,29,33,76.65753621714185,383.9155318802714,Two year,DSL,No,No,Yes,Yes,No,Yes,Yes,Mailed check,4,0
CUST00274,79,27,59.10427630581744,3218.4013953741423,Month-to-month,No,No,Yes,Yes,Yes,Yes,No,Yes,Bank transfer,8,1
CUST00275,56,36,70.11529991820098,7453.3776488002695,Two year,Fiber optic,No,Yes,No,No,No,No,Yes,Mailed check,8,1
CUST00276,19,29,59.717877742921104,1093.221725038587,One year,DSL,Yes,Yes,No,No,Yes,Yes,No,Bank transfer,0,0
CUST00277,20,38,73.97326187599428,5923.062748413205,Two year,No,No,Yes,No,No,Yes,No,No,Electronic check,4,0
CUST00278,66,57,82.79500527726358,7799.275309549104,Two year,Fiber optic,No,Yes,No,Yes,Yes,No,No,Electronic check,8,1
CUST00279,54,27,87.43038064090484,512.3691694552758,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Credit card,6,1
CUST00280,66,55,73.24811925594261,5489.331656950223,Month-to-month,No,Yes,No,No,Yes,Yes,No,Yes,Bank transfer,5,0
CUST00281,73,33,92.14220673287318,3798.4177162781402,One year,No,No,No,No,No,Yes,Yes,Yes,Mailed check,5,1
CUST00282,34,68,34.12780492755058,4675.484517460305,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,Electronic check,6,1
CUST00283,76,66,41.198249090223854,774.1965582261663,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Bank transfer,0,0
CUST00284,66,10,101.87350040742702,439.7549197488219,Month-to-month,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Mailed check,3,1
CUST00285,19,5,52.252797784641515,5368.246618352281,Month-to-month,Fiber optic,No,No,No,Yes,No,Yes,No,Bank transfer,0,1
CUST00286,19,38,22.289382497612024,6604.144495583671,Month-to-month,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed check,5,1
CUST00287,45,13,35.37911496680311,6277.921145970441,One year,DSL,No,Yes,No,Yes,Yes,Yes,No,Mailed check,3,1
CUST00288,71,31,42.361443449631125,4396.065250143275,Two year,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Mailed check,0,0
CUST00289,40,47,115.73228878945872,888.9478869758076,Month-to-month,No,No,No,Yes,Yes,No,Yes,No,Mailed check,8,0
CUST00290,54,52,77.30414289308493,5535.551106304509,Month-to-month,Fiber optic,No,Yes,No,Yes,No,No,No,Bank transfer,3,1
CUST00291,49,56,113.27307404762549,2010.922180077753,One year,DSL,Yes,Yes,Yes,Yes,No,No,No,Bank transfer,5,0
CUST00292,50,15,77.5163350496625,7297.442751862331,One year,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,Credit card,6,1
CUST00293,18,29,67.93544401378517,6722.296340411069,Two year,DSL,Yes,No,Yes,No,No,Yes,No,Bank transfer,7,0
CUST00294,36,8,51.372769119409604,5704.125439990388,One year,DSL,No,No,Yes,No,No,Yes,Yes,Bank transfer,8,1
CUST00295,79,5,80.63709444333756,7595.88305106593,Two year,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,Credit card,8,1
CUST00296,19,29,33.91980246175298,348.23238993905613,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Yes,No,Bank transfer,7,1
CUST00297,70,47,109.82616272927059,5915.98335798002,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Mailed check,9,1
CUST00298,61,68,102.93324051412837,2708.917956757602,Two year,No,No,Yes,Yes,Yes,Yes,No,No,Electronic check,2,1
CUST00299,43,45,51.753144787673705,7257.920496922286,One year,DSL,No,Yes,No,No,Yes,No,Yes,Electronic check,1,0
CUST00300,49,2,115.27975276012943,2206.734053629623,Two year,Fiber optic,Yes,No,No,Yes,No,No,No,Credit card,4,0
CUST00301,23,27,102.5200767415568,5826.366344588635,One year,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Bank transfer,0,1
CUST00302,49,36,86.63068858350397,7033.411455241173,Month-to-month,No,No,Yes,Yes,Yes,No,Yes,No,Bank transfer,2,0
CUST00303,72,36,32.176191112527476,429.08886522319114,One year,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Credit card,0,0
CUST00304,21,26,67.82340230480722,3241.4158787770853,Two year,DSL,Yes,No,Yes,Yes,No,No,Yes,Electronic check,2,0
CUST00305,72,43,70.61075548467508,6122.241352973316,Two year,DSL,No,No,No,Yes,No,No,Yes,Mailed check,3,1
CUST00306,28,27,43.25513583653801,3693.859227109938,Month-to-month,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Bank transfer,6,1
CUST00307,73,69,27.996539435930195,2211.295775369403,One year,DSL,Yes,No,Yes,No,Yes,Yes,No,Credit card,4,0
CUST00308,76,20,97.67236304716927,1836.4622557032012,One year,No,Yes,No,Yes,No,No,Yes,Yes,Mailed check,4,0
CUST00309,34,11,32.2035052124395,1138.9943086393855,One year,Fiber optic,Yes,No,No,Yes,No,Yes,No,Credit card,0,1
CUST00310,55,38,79.42907505617748,6871.32352286463,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,Credit card,7,0
CUST00311,41,6,113.64491738836605,4645.307685687292,One year,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Credit card,3,1
CUST00312,22,72,107.61051925980425,703.4410654325022,Two year,No,No,No,No,Yes,Yes,Yes,No,Electronic check,9,1
CUST00313,69,23,47.775262374926115,3122.38455620802,One year,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Electronic check,4,0
CUST00314,51,47,105.14486375512654,3005.095841360368,Month-to-month,Fiber optic,No,No,No,Yes,Yes,No,Yes,Credit card,1,1
CUST00315,23,46,20.033250612048942,1535.7396066047575,One year,DSL,Yes,No,No,No,No,No,No,Bank transfer,0,0
CUST00316,39,12,21.76878096132572,3540.5102412303063,One year,DSL,No,Yes,No,No,Yes,Yes,No,Mailed check,8,0
CUST00317,28,13,80.25531638428649,2723.584986605778,Two year,No,Yes,Yes,No,No,Yes,No,No,Bank transfer,1,1
CUST00318,65,62,56.47982191445295,2800.249273388242,One year,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,5,0
CUST00319,33,60,58.64608411591471,5938.309806524873,Two year,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,0,1
CUST00320,50,43,76.44410906788825,1863.7807454910508,Two year,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Credit card,0,1
CUST00321,26,68,39.17824555918606,5170.693674957308,Month-to-month,No,Yes,No,No,Yes,No,No,Yes,Bank transfer,8,1
CUST00322,77,5,41.17553506654784,4608.1320286593855,Two year,No,No,No,No,Yes,No,No,Yes,Bank transfer,3,1
CUST00323,76,37,68.46015870188647,4587.930847469152,Two year,No,Yes,No,No,No,Yes,Yes,No,Credit card,8,0
CUST00324,23,72,95.4253544343863,5337.7580345200295,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Bank transfer,4,1
CUST00325,33,31,81.94977514075876,4432.218085945667,Two year,DSL,No,No,Yes,No,No,No,No,Electronic check,6,0
CUST00326,46,9,49.73550482368389,7046.115407286438,Month-to-month,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Credit card,0,1
CUST00327,20,51,63.03371775089212,5437.082726407052,One year,DSL,Yes,Yes,Yes,No,No,Yes,No,Bank transfer,5,0
CUST00328,37,29,37.06647585499984,4421.009685833967,Month-to-month,No,No,No,No,No,Yes,No,Yes,Credit card,7,1
CUST00329,77,40,27.462981433708173,6655.128650272394,Two year,No,No,No,No,No,No,Yes,Yes,Mailed check,0,0
CUST00330,76,41,98.26960407441493,4888.55786297449,Month-to-month,No,No,No,No,Yes,No,Yes,No,Credit card,8,0
CUST00331,53,11,46.53874091881946,2400.0395575029142,Two year,No,No,No,No,No,No,Yes,Yes,Bank transfer,2,1
CUST00332,36,23,37.77663878512482,1736.0498535949125,One year,No,Yes,Yes,No,No,No,No,No,Electronic check,0,0
CUST00333,43,1,89.16180555693194,1303.3895067351625,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,Yes,Credit card,0,1
CUST00334,20,46,81.80516742871859,7205.696179114203,One year,DSL,No,Yes,No,No,No,Yes,Yes,Credit card,5,1
CUST00335,36,21,83.31896260134641,5710.06991120472,Two year,No,Yes,Yes,Yes,No,No,Yes,No,Bank transfer,5,1
CUST00336,37,36,42.88946048466136,7505.289661498134,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,0,1
CUST00337,49,54,43.2645538562681,4866.00526514805,One year,Fiber optic,No,No,Yes,Yes,Yes,No,No,Electronic check,2,1
CUST00338,24,57,42.080262978563916,3839.866963809809,Month-to-month,No,No,No,No,No,Yes,Yes,Yes,Mailed check,6,1
CUST00339,69,1,37.37525956622945,571.7602628700256,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Mailed check,9,0
CUST00340,58,63,85.57236725616563,5405.974024213635,Two year,Fiber optic,No,Yes,Yes,No,No,No,Yes,Bank transfer,2,1
CUST00341,50,54,104.80158852494014,4699.449202169027,One year,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Electronic check,2,1
CUST00342,57,55,92.43174696766613,7922.650259342209,One year,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,2,1
CUST00343,56,40,99.20936337605433,1989.3543444797199,Month-to-month,No,Yes,Yes,Yes,No,Yes,No,Yes,Mailed check,6,0
CUST00344,35,15,60.479842908519984,4292.825106766003,Month-to-month,Fiber optic,No,No,No,No,Yes,No,Yes,Mailed check,3,0
CUST00345,57,21,85.40757953719981,5242.562947432773,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,Bank transfer,3,1
CUST00346,18,47,55.42362404447745,5192.270280464514,One year,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Electronic check,2,0
CUST00347,28,53,72.550462196864,4534.218989292382,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Yes,No,Yes,Credit card,9,1
CUST00348,45,9,68.16348465348624,6237.731281585081,Month-to-month,DSL,No,Yes,Yes,No,No,Yes,Yes,Mailed check,8,1
CUST00349,74,52,37.68871451438544,1719.3515552618496,Two year,No,No,No,Yes,No,Yes,No,No,Bank transfer,1,0
CUST00350,42,57,58.70787603356308,5832.454882167885,Month-to-month,No,No,No,No,No,No,Yes,No,Electronic check,3,1
CUST00351,67,26,116.3822275482351,4995.903114321404,Month-to-month,DSL,No,Yes,Yes,No,Yes,No,Yes,Electronic check,7,1
CUST00352,40,41,44.85802577149421,7178.9933831771295,One year,DSL,No,No,Yes,No,No,No,Yes,Mailed check,5,0
CUST00353,48,35,33.38037362794887,6792.836068365295,One year,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer,6,0
CUST00354,47,63,61.85806216239353,2589.6616091471706,Two year,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,Credit card,6,1
CUST00355,59,25,99.03377358601482,2282.2748673037095,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Mailed check,1,1
CUST00356,52,38,78.21482297799723,7855.061258434338,Two year,No,No,No,No,No,No,Yes,No,Bank transfer,3,0
CUST00357,24,2,88.09748272382446,4265.394929230527,One year,Fiber optic,Yes,No,No,No,Yes,No,Yes,Electronic check,9,1
CUST00358,77,7,38.969484817467716,7260.725614924051,Two year,DSL,Yes,Yes,Yes,Yes,No,No,No,Credit card,9,1
CUST00359,33,34,81.89481930077216,1394.6600878658094,One year,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Bank transfer,5,0
CUST00360,43,17,52.35003949114738,5178.269426921377,Two year,Fiber optic,No,No,No,No,No,Yes,Yes,Credit card,2,1
CUST00361,65,43,103.43033659547675,6497.895480148631,Two year,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Bank transfer,8,1
CUST00362,74,59,82.92988060107362,7584.42247173293,Month-to-month,No,Yes,Yes,No,Yes,No,Yes,Yes,Bank transfer,3,0
CUST00363,69,51,39.88562777752959,2764.9871140344853,Two year,DSL,No,No,No,Yes,Yes,Yes,Yes,Bank transfer,9,0
CUST00364,77,54,26.461667984408614,5827.351242400015,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer,1,0
CUST00365,66,24,24.263320928703273,4356.62277141299,Month-to-month,No,No,No,No,Yes,Yes,Yes,Yes,Credit card,5,0
CUST00366,19,25,57.14085676501407,578.9685159250987,Month-to-month,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Mailed check,0,1
CUST00367,18,71,46.58511366543135,5550.997924740653,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,No,Credit card,5,1
CUST00368,65,52,84.60901234625081,5551.762810078963,Two year,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Bank transfer,9,0
CUST00369,79,70,69.93338349786183,7451.793758287642,One year,DSL,No,Yes,No,No,No,No,Yes,Credit card,0,0
CUST00370,29,33,46.60192780053807,4028.768324734882,One year,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Credit card,7,1
CUST00371,22,49,34.923777795017614,1918.982273613066,One year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit card,4,0
CUST00372,54,29,32.71997626874496,452.0542052445653,Two year,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Bank transfer,5,0
CUST00373,49,63,106.46603921404177,3383.573274818655,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,Credit card,1,1
CUST00374,76,22,44.34779684048672,2485.1419306122643,One year,Fiber optic,Yes,No,No,Yes,No,No,Yes,Electronic check,1,1
CUST00375,72,26,85.17106479109684,6112.597617588617,Two year,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,Bank transfer,8,1
CUST00376,26,28,101.06859279862663,2898.7153422442684,Month-to-month,No,No,No,Yes,No,No,No,No,Credit card,2,0
CUST00377,58,49,81.4081311184736,7597.662450887267,One year,No,No,No,Yes,No,No,No,Yes,Electronic check,5,1
CUST00378,52,71,105.95652316469457,7702.250603603496,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,Credit card,9,1
CUST00379,36,49,59.23937215284745,5005.177862719894,One year,Fiber optic,No,No,Yes,Yes,No,Yes,No,Mailed check,4,0
CUST00380,65,20,115.62221906489484,7436.416267417575,One year,DSL,No,No,Yes,No,Yes,No,Yes,Credit card,3,1
CUST00381,33,63,33.3145004178097,6110.749321664515,One year,No,No,No,No,Yes,Yes,No,No,Credit card,9,0
CUST00382,20,61,30.21495296575381,4420.191163703496,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Mailed check,1,0
CUST00383,37,49,85.86921462074436,1524.4326898399472,Two year,DSL,Yes,No,Yes,No,No,Yes,No,Bank transfer,7,1
CUST00384,41,71,114.28311414132618,3722.923753759336,Month-to-month,No,No,No,Yes,No,No,No,Yes,Mailed check,9,1
CUST00385,71,1,100.8883461636328,4530.908260564679,One year,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Bank transfer,6,0
CUST00386,73,13,27.641685943805143,6925.29648780658,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,1,0
CUST00387,50,51,47.93677139347164,3902.5336746317525,Two year,No,Yes,No,No,No,Yes,No,No,Credit card,5,0
CUST00388,41,56,113.03188848378237,7191.6299141558575,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Credit card,7,0
CUST00389,69,62,45.305843280078456,5427.356934285404,Two year,No,Yes,No,Yes,No,Yes,Yes,Yes,Bank transfer,6,1
CUST00390,28,32,98.11704237869192,1182.292598124004,Two year,DSL,No,Yes,Yes,No,No,No,No,Bank transfer,0,1
CUST00391,66,30,102.51321959287039,7960.352817668234,Month-to-month,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Electronic check,4,1
CUST00392,25,29,69.54521034609817,4265.13801995591,One year,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Electronic check,1,1
CUST00393,53,49,58.63489098483155,3195.680541631723,Two year,No,Yes,No,Yes,No,Yes,Yes,Yes,Credit card,5,0
CUST00394,55,45,65.01244324197597,5306.99873930926,Month-to-month,No,No,Yes,Yes,No,No,No,No,Credit card,6,1
CUST00395,57,30,42.69646943653642,960.2571804502087,Two year,No,No,Yes,No,No,No,No,Yes,Electronic check,6,1
CUST00396,37,16,108.93909161288443,5128.655309351499,One year,Fiber optic,No,Yes,No,No,No,Yes,No,Electronic check,2,0
CUST00397,79,40,65.06196567297579,4036.0644039442564,Month-to-month,Fiber optic,Yes,No,Yes,No,No,No,No,Bank transfer,6,0
CUST00398,52,19,108.24594404560997,3312.7251529888067,Month-to-month,DSL,No,Yes,Yes,Yes,No,Yes,No,Mailed check,4,1
CUST00399,65,18,30.56934799062741,7628.858167313303,Month-to-month,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Bank transfer,7,1
CUST00400,79,1,118.82752710001313,4228.06376218322,One year,DSL,No,Yes,Yes,No,Yes,No,Yes,Electronic check,7,1
CUST00401,42,47,64.32730874436183,1831.0280878125136,Two year,No,No,Yes,Yes,No,No,Yes,Yes,Credit card,6,1
CUST00402,52,66,24.783082039410544,3725.8114870806594,Month-to-month,No,Yes,No,No,Yes,No,No,No,Electronic check,5,1
CUST00403,42,38,23.802184823745492,7363.160496124114,Two year,Fiber optic,No,No,No,No,Yes,Yes,No,Credit card,1,1
CUST00404,46,51,94.62072574818386,1491.1542235116979,Two year,No,No,No,No,Yes,No,Yes,Yes,Credit card,5,1
CUST00405,35,63,85.90355342036808,1790.2606056370714,One year,No,Yes,No,Yes,No,Yes,No,No,Credit card,8,0
CUST00406,63,4,100.21305581275875,202.9335852809616,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Credit card,1,1
CUST00407,35,1,30.536753395280595,212.1013902265607,Two year,DSL,No,No,No,Yes,Yes,Yes,Yes,Mailed check,0,1
CUST00408,19,8,23.557086703554834,6652.193852972249,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,4,0
CUST00409,71,29,70.85792894475784,5883.768594059351,Month-to-month,DSL,No,No,Yes,Yes,No,Yes,Yes,Bank transfer,5,0
CUST00410,52,55,58.759523148276955,2904.8243459704704,One year,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Credit card,2,0
CUST00411,33,3,66.19469366709558,5616.658142097825,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Credit card,7,1
CUST00412,78,32,119.1588408870274,3222.1268178487644,Month-to-month,No,No,Yes,Yes,No,No,Yes,Yes,Bank transfer,6,1
CUST00413,58,10,117.07499576706702,7627.884688382837,Two year,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,Bank transfer,1,1
CUST00414,53,34,114.23153896731928,7739.716183265676,One year,Fiber optic,No,No,No,Yes,No,No,Yes,Credit card,6,1
CUST00415,50,55,98.38426767676738,3203.0708288938126,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,Bank transfer,0,1
CUST00416,21,32,55.48413602568904,6848.353060092857,Two year,No,No,Yes,Yes,No,Yes,Yes,No,Bank transfer,8,1
